stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
500,,Blok 6 (okretište),,42.451907,19.237903,,,,,,
501,,Bulevar 21. maj (A),,42.416736,19.207708,,,,,,
502,,Bulevar 21. maj (B),,42.416252,19.206736,,,,,,
503,,UCG - Ekonomski fakultet (B),,42.446281,19.257557,,,,,,
504,,Most Andrije Kažića (B),,42.455559,19.261006,,,,,,
505,,Ul. 4. jula II (A),,42.423737,19.257064,,,,,,
506,,Ul. 4. jula II (B),,42.424686,19.257469,,,,,,
507,,Zgrada Šargarepa (A),,42.436441,19.264539,,,,,,
508,,Zgrada Šargarepa (B),,42.436517,19.264386,,,,,,
509,,Kružni tok Zlatica - autoput (B),,42.469101,19.299811,,,,,,
510,,Plaža Rogami (B),,42.469465,19.257958,,,,,,
511,,Rogami II (A),,42.470722,19.269194,,,,,,
512,,Stari duvanski kombinat (B),,42.43913,19.241764,,,,,,
513,,Husinjskih rudara I (A),,42.423072,19.297089,,,,,,
514,,Husinjskih rudara II (A),,42.425987,19.294926,,,,,,
515,,Reciklažno dvorište (A),,42.429382,19.292139,,,,,,
516,,Reciklažno dvorište (B),,42.429512,19.291,,,,,,
517,,Husinjskih rudara II (B),,42.425537,19.295183,,,,,,
518,,Husinjskih rudara I (B),,42.422821,19.297203,,,,,,
519,,Ul. 13. jula I (A),,42.447084,19.251977,,,,,,
520,,Ul. 13. jula I (B),,42.446883,19.252207,,,,,,
521,,Grbavci I (A),,42.36329,19.189279,,,,,,
523,,Grbavci III (A),,42.366302,19.188278,,,,,,
524,,Grbavci III (B),,42.36653,19.188442,,,,,,
525,,Grbavci - škola (A),,42.368438,19.1882,,,,,,
526,,Grbavci - škola (B),,42.368208,19.188149,,,,,,
527,,Grbavci IV (A),,42.369904,19.188067,,,,,,
528,,Grbavci IV (B),,42.370275,19.18792,,,,,,
529,,Grbavci V (A),,42.375449,19.18812,,,,,,
530,,Grbavci V (B),,42.375629,19.187958,,,,,,
531,,Lekići (B),,42.390081,19.190042,,,,,,
532,,Lekići I (A),,42.394312,19.188639,,,,,,
533,,Lekići I (B),,42.394079,19.188678,,,,,,
534,,Farmaci I (A),,42.401836,19.188672,,,,,,
535,,Farmaci I (B),,42.401634,19.188537,,,,,,
536,,Farmaci II (A),,42.404285,19.191183,,,,,,
537,,Farmaci II (B),,42.404178,19.190958,,,,,,
538,,Farmaci III (A),,42.405528,19.192117,,,,,,
539,,Farmaci III (B),,42.405767,19.192178,,,,,,
540,,Farmaci - market (B),,42.408566,19.193529,,,,,,
541,,Donji Kokoti I (B),,42.404393,19.199153,,,,,,
542,,Donji Kokoti I (A),,42.404223,19.199023,,,,,,
543,,Donji Kokoti III (B),,42.399989,19.197385,,,,,,
544,,Donji Kokoti III (A),,42.399891,19.197263,,,,,,
545,,Donji Kokoti - market (A),,42.398467,19.196857,,,,,,
546,,Donji Kokoti - market (B),,42.398266,19.196975,,,,,,
548,,Kamenica (B),,42.389755,19.11524,,,,,,
549,,Bulevar 21. maj - kružni tok (A),,42.414676,19.204638,,,,,,
550,,Bulevar 21. maj - kružni tok (B),,42.414171,19.203672,,,,,,
551,,Rogami - Duklja (A),,42.467081,19.265247,,,,,,
552,,Rogami - Duklja (B),,42.467061,19.266383,,,,,,
553,,Smokovac - benz. pumpa (A),,42.48447,19.3061,,,,,,
554,,Most Smokovac (A),,42.47921,19.306616,,,,,,
555,,Most Smokovac (B),,42.479488,19.306438,,,,,,
556,,Dajbabe (A),,42.400436,19.230959,,,,,,
557,,Kakaricka gora - Centar (A),,42.447468,19.315402,,,,,,
558,,Kuće Rakića III (A),,42.381629,19.274581,,,,,,
559,,Opasanica (A),,42.685142,19.524382,,,,,,
560,,Dajbabe (B),,42.400483,19.230666,,,,,,
564,,Škola Dajbabe (B),,42.416234,19.223702,,,,,,
565,,Dahna I (B),,42.425802,19.227095,,,,,,
566,,Dahna - park (A),,42.433133,19.227757,,,,,,
567,,Dahna - park (B),,42.433197,19.227999,,,,,,
568,,Dahna II (A),,42.432994,19.237401,,,,,,
569,,Dahna II (B),,42.433129,19.237845,,,,,,
570,,Kakaricka gora III (A),,42.439459,19.293835,,,,,,
571,,Kakaricka gora II (A),,42.440557,19.294837,,,,,,
572,,Kakaricka gora I (A),,42.443061,19.297744,,,,,,
573,,Ratnih veterana (A),,42.438997,19.291444,,,,,,
574,,Ratnih veterana (B),,42.438776,19.291636,,,,,,
575,,Franca Rozmana I (A),,42.452559,19.289193,,,,,,
578,,Plantaže 13. jul (A),,42.405049,19.291244,,,,,,
579,,Plantaže 13. jul (B),,42.405922,19.290536,,,,,,
580,,Tuški put - stočna pijaca (B),,42.409149,19.286459,,,,,,
581,,Tuški put - stočna pijaca (A),,42.409617,19.285759,,,,,,
582,,Nijagarini vodopadi (A),,42.386039,19.281323,,,,,,
583,,Nijagarini vodopadi (B),,42.386122,19.281546,,,,,,
584,,Kuće Rakića II (A),,42.388249,19.283597,,,,,,
585,,Kuće Rakića II (B),,42.387757,19.283868,,,,,,
589,,Zmaj Jovina II (A),,42.428142,19.272286,,,,,,
590,,Zmaj Jovina II (B),,42.427968,19.272586,,,,,,
598,,Mrke (B),,42.511635,19.337072,,,,,,
599,,Bioče (B),,42.513542,19.343689,,,,,,
600,,Potkrš I (A),,42.517845,19.349113,,,,,,
601,,Potkrš I (B),,42.518363,19.349861,,,,,,
602,,Potkrš II (A),,42.544332,19.370848,,,,,,
603,,Klopot (B),,42.558945,19.378259,,,,,,
604,,Pelev brijeg (B),,42.580921,19.397276,,,,,,
605,,Orah (B),,42.582807,19.410197,,,,,,
606,,Bolje sestre (A),,42.591071,19.420234,,,,,,
607,,Vjeternik (A),,42.606052,19.427369,,,,,,
608,,Vjeternik (B),,42.605999,19.426018,,,,,,
609,,Ravni vjeternik - Duške (B),,42.620165,19.443168,,,,,,
610,,Jablan (B),,42.621175,19.450318,,,,,,
611,,Lijeva rijeka - škola (B),,42.644786,19.476353,,,,,,
612,,Kovačica (A),,42.651301,19.483421,,,,,,
613,,Lopate (B),,42.653031,19.485308,,,,,,
614,,Veruša (B),,42.654681,19.507673,,,,,,
615,,Opasanica (B),,42.685488,19.524012,,,,,,
616,,Uvač (A),,42.705714,19.516555,,,,,,
617,,Brežine,,42.395479,19.116604,,,,,,
618,,Burum (B),,42.451676,19.315288,,,,,,
619,,Kakaricka gora - Centar (B),,42.447109,19.315261,,,,,,
620,,Donja Vrbica (B),,42.446845,19.334046,,,,,,
621,,Raskrsnica za Fundinu (B),,42.450854,19.340758,,,,,,
622,,Gornja Vrbica (B),,42.457615,19.352635,,,,,,
623,,Donji Medun (B),,42.467611,19.353263,,,,,,
624,,Gornji Medun (B),,42.476425,19.364611,,,,,,
625,,Liješta-Roge (B),,42.484617,19.372831,,,,,,
626,,Kosor (B),,42.492539,19.378902,,,,,,
627,,Ubli I (B),,42.493117,19.389032,,,,,,
628,,Ubli II (A),,42.491571,19.392624,,,,,,
629,,Ubli II (B),,42.491526,19.392965,,,,,,
630,,Orahovo I (A),,42.487122,19.423599,,,,,,
631,,Orahovo I (B),,42.487141,19.424099,,,,,,
632,,Orahovo II (B),,42.485094,19.442126,,,,,,
633,,Dalmatinska - market (A),,42.456323,19.235566,,,,,,
634,,Dalmatinska - market (B),,42.456546,19.235287,,,,,,
635,,Vranići I (B),,42.460208,19.236466,,,,,,
636,,Vranići II (A),,42.467748,19.243268,,,,,,
639,,Pričelje (B),,42.504488,19.222282,,,,,,
642,,Dom starih (A),,42.422018,19.279269,,,,,,
645,,Dajbabe - bunar II (A),,42.405457,19.227068,,,,,,
646,,Dajbabe - bunar II (B),,42.405595,19.226632,,,,,,
647,,Dajbabe II (A),,42.408938,19.223339,,,,,,
648,,Dajbabe II (B),,42.409243,19.223168,,,,,,
649,,Kružni tok Zlatica - autoput (A),,42.468716,19.299605,,,,,,
650,,Plaža Rogami I (A),,42.469757,19.257745,,,,,,
651,,Plaža Rogami I (B),,42.469785,19.257627,,,,,,
652,,Cara Lazara I (A),,42.430238,19.277331,,,,,,
658,,Stara Zlatica (A),,42.472323,19.296537,,,,,,
660,,Bulevar Miloša Rašovića (A),,42.422772,19.257889,,,,,,
661,,Bulevar Miloša Rašovića (B),,42.422938,19.257951,,,,,,
662,,Studentska I (A),,42.441817,19.235174,,,,,,
663,,Studentska I (B),,42.441854,19.234975,,,,,,
664,,Gimnazija (A),,42.446691,19.262408,,,,,,
666,,Ul. Nikole Tesle IV (A),,42.458124,19.279834,,,,,,
667,,Ul. Nikole Tesle IV (B),,42.458912,19.278897,,,,,,
668,,Ul. Nikole Tesle V (A),,42.455907,19.282895,,,,,,
669,,Ul. Nikole Tesle V (B),,42.456437,19.282273,,,,,,
670,,Kružni tok Zlatica - put za Smokovac (A),,42.470621,19.301306,,,,,,
671,,Kružni tok Zlatica - put za Smokovac (B),,42.470492,19.301032,,,,,,
672,,Donja Gorica - obala Morače,,42.427144,19.223312,,,,,,
673,,UCG - Ekonomski fakultet (A),,42.445925,19.257581,,,,,,
674,,Plaža Rogami - most,,42.468384,19.256998,,,,,,
675,,Rogami II (B),,42.470929,19.269607,,,,,,
676,,Rogami III (B),,42.471323,19.274835,,,,,,
677,,Rogami - igralište (A),,42.471963,19.278822,,,,,,
678,,Rogami - igralište (B),,42.472065,19.278946,,,,,,
679,,Dom starih (B),,42.422037,19.278961,,,,,,
680,,Bulevar Veljka Vlahovića (A),,42.422526,19.277679,,,,,,
681,,Bulevar Veljka Vlahovića (B),,42.422542,19.277337,,,,,,
684,,Bulevar Ibrahima Dreševića (A),,42.428635,19.265106,,,,,,
685,,Bulevar Ibrahima Dreševića (B),,42.428834,19.265007,,,,,,
686,,Dom zdravlja - Blok V (A),,42.444616,19.243074,,,,,,
687,,Dom zdravlja - Blok V (B),,42.444264,19.243628,,,,,,
688,,Blok 6 (ispred Tološke šume) (B),,42.446285,19.238681,,,,,,
689,,Blok 6 - kružni tok (A),,42.450682,19.240293,,,,,,
690,,Blok 6 - kružni tok (B),,42.450843,19.240287,,,,,,
691,,Nova Dalmatinska I (A),,42.452047,19.239257,,,,,,
692,,Nova Dalmatinska I (B),,42.451983,19.239222,,,,,,
693,,Nova Dalmatinska II (A),,42.454025,19.236653,,,,,,
694,,Nova Dalmatinska II (B),,42.453833,19.236776,,,,,,
695,,Vlada Ćetkovića II (B),,42.451654,19.233952,,,,,,
696,,Partizanski put II (A),,42.455845,19.204771,,,,,,
697,,Partizanski put II (B),,42.455711,19.204959,,,,,,
698,,Partizanski put IV (A),,42.460818,19.193286,,,,,,
699,,Partizanski put IV (B),,42.460675,19.193459,,,,,,
700,,Mareza I (A),,42.466545,19.189727,,,,,,
701,,Mareza I (B),,42.466759,19.189536,,,,,,
702,,Kralja Nikole I (A),,42.430104,19.257263,,,,,,
703,,Kralja Nikole I (B),,42.430343,19.257527,,,,,,
704,,OŠ Vuk Karadžić (A),,42.424318,19.253345,,,,,,
705,,OŠ Vuk Karadžić (B),,42.424307,19.253022,,,,,,
706,,27. marta - dječje igralište (A),,42.424823,19.251663,,,,,,
707,,27. marta - Vektra (A),,42.425505,19.249399,,,,,,
708,,Dahna - most (A),,42.433244,19.230538,,,,,,
709,,Dahna - most (B),,42.433215,19.230176,,,,,,
710,,Dahna - obala Morače (A),,42.430108,19.224929,,,,,,
711,,Dahna - obala Morače (B),,42.429872,19.225141,,,,,,
712,,Dahna - svečana sala (A),,42.421414,19.225407,,,,,,
713,,Dahna - svečana sala (B),,42.421518,19.225513,,,,,,
714,,Dajbabe - market (A),,42.413828,19.223604,,,,,,
715,,Dajbabe - market (B),,42.413667,19.223733,,,,,,
716,,Dajbabe - perionica (A),,42.410632,19.223114,,,,,,
717,,Dajbabe - perionica (B),,42.410426,19.223175,,,,,,
718,,Dajbabe - autobusi (A),,42.406573,19.225551,,,,,,
719,,Dajbabe - autobusi (B),,42.406726,19.225488,,,,,,
720,,Dajbabe - Luča (A),,42.402863,19.226258,,,,,,
721,,Dajbabe - Luča (B),,42.402631,19.226257,,,,,,
722,,Ul. Steva Boljevića (A),,42.417993,19.245601,,,,,,
723,,Ul. Steva Boljevića (B),,42.418075,19.245495,,,,,,
724,,IX Crnogorske brigade I (A),,42.455503,19.268316,,,,,,
725,,Ul. Iva Andrića I (A),,42.456493,19.277975,,,,,,
726,,Ul. Iva Andrića II (A),,42.457759,19.279976,,,,,,
727,,Primorska I (A),,42.467186,19.290583,,,,,,
728,,Primorska I (B),,42.467076,19.290483,,,,,,
729,,Ul. Miladina Šega Vujoševića (A),,42.468682,19.291334,,,,,,
730,,Ul. Miladina Šega Vujoševića (B),,42.468754,19.291544,,,,,,
731,,Ul. Mihaila Ivanovića (A),,42.471205,19.292402,,,,,,
732,,Ul. Mihaila Ivanovića (B),,42.471373,19.292555,,,,,,
733,,Stara Zlatica I (A),,42.471237,19.300372,,,,,,
734,,Stara Zlatica I (B),,42.471319,19.300516,,,,,,
735,,Manastirska I (B),,42.400822,19.234389,,,,,,
736,,Manastirska I (A),,42.400904,19.234561,,,,,,
737,,Manastirska III (B),,42.407258,19.243237,,,,,,
738,,Manastirska III (A),,42.407134,19.243072,,,,,,
739,,Manastirska IV (B),,42.409213,19.244585,,,,,,
740,,Manastirska IV (A),,42.409124,19.244469,,,,,,
741,,Ul. AVNOJ-a I (A),,42.418178,19.248904,,,,,,
742,,Ul. AVNOJ-a I (B),,42.418236,19.248991,,,,,,
743,,Đulje Jovanovića I (A),,42.449628,19.292854,,,,,,
744,,Bivša kasarna Masline I (B),,42.441386,19.288576,,,,,,
745,,Bivša kasarna Masline I (A),,42.441473,19.288398,,,,,,
746,,Tenkovska kapija (A),,42.440549,19.291547,,,,,,
747,,Tenkovska kapija (B),,42.440423,19.291501,,,,,,
748,,Kakaricka gora - market (A),,42.441622,19.296535,,,,,,
749,,Kakaricka gora - market (B),,42.441412,19.296302,,,,,,
750,,Kakaricka gora (A),,42.445687,19.301082,,,,,,
751,,Kakaricka gora (B),,42.445152,19.300325,,,,,,
752,,Kakaricka gora - vrt (B),,42.445271,19.304352,,,,,,
753,,Franca Rozmana - pekara (A),,42.452343,19.28986,,,,,,
754,,Mosorska - market I (A),,42.461752,19.300272,,,,,,
755,,Mosorska - market I (B),,42.461852,19.300394,,,,,,
757,,Tuški put - pumpa (A),,42.418382,19.275013,,,,,,
758,,Tuški put - pumpa (B),,42.417244,19.276612,,,,,,
759,,Kuće Rakića - Cijevna (A),,42.396946,19.297603,,,,,,
760,,Kuće Rakića - Cijevna (B),,42.397071,19.298282,,,,,,
761,,Kuće Rakića (A),,42.394803,19.295201,,,,,,
762,,Kuće Rakića (B),,42.394481,19.293863,,,,,,
763,,Kuće Rakića III (B),,42.381506,19.274308,,,,,,
764,,Masline - muzička škola (A),,42.444675,19.278516,,,,,,
765,,Masline - muzička škola (B),,42.444907,19.278379,,,,,,
766,,Zlatica - SAJ (A),,42.455878,19.288412,,,,,,
767,,Zlatica - SAJ (B),,42.456077,19.288172,,,,,,
768,,Smokovac - benz. pumpa (B),,42.484149,19.305297,,,,,,
769,,Mrke I (A),,42.503763,19.326806,,,,,,
770,,Mrke I (B),,42.504693,19.324952,,,,,,
771,,Jelin dub (A),,42.527956,19.356078,,,,,,
772,,Jelin dub (B),,42.528249,19.356239,,,,,,
773,,Nožice (A),,42.625679,19.455196,,,,,,
774,,Nožice (B),,42.625918,19.455372,,,,,,
775,,Kami (A),,42.639675,19.476517,,,,,,
776,,Kami (B),,42.639789,19.476472,,,,,,
777,,Veruša - pilana (A),,42.666795,19.516004,,,,,,
778,,Veruša - pilana (B),,42.667047,19.516196,,,,,,
779,,Raskrsnica za Dinošu (A),,42.441969,19.321457,,,,,,
780,,Raskrsnica za Dinošu (B),,42.442102,19.321149,,,,,,
781,,Orjevo (A),,42.463698,19.347751,,,,,,
782,,Orjevo (B),,42.463394,19.347744,,,,,,
783,,Donji Medun I (A),,42.469122,19.356673,,,,,,
784,,Donji Medun I (B),,42.468868,19.355948,,,,,,
785,,Medun - muzej (A),,42.472686,19.361711,,,,,,
786,,Medun - muzej (B),,42.473467,19.361954,,,,,,
787,,Ubli III (A),,42.487389,19.394796,,,,,,
788,,Ubli III (B),,42.487185,19.395257,,,,,,
789,,Raskrsnica za Koče (A),,42.483308,19.401947,,,,,,
790,,Raskrsnica za Koče (B),,42.483431,19.402039,,,,,,
791,,Vojvođanska (A),,42.433739,19.212064,,,,,,
792,,Berska I (A),,42.432549,19.208648,,,,,,
793,,Berska I (B),,42.432559,19.208934,,,,,,
794,,Berska II (B),,42.430544,19.203045,,,,,,
795,,Vojvođanska II,,42.435014,19.218503,,,,,,
796,,Miloja Pavlovića (B),,42.441494,19.212113,,,,,,
797,,Bioče I (A),,42.517825,19.343088,,,,,,
798,,Bioče I (B),,42.518115,19.342814,,,,,,
799,,Bioče - most Moračica (A),,42.525192,19.345876,,,,,,
800,,Bioče - most Moračica (B),,42.525568,19.345793,,,,,,
801,,Bioče II (A),,42.535395,19.33646,,,,,,
802,,Bioče II (B),,42.535643,19.335914,,,,,,
803,,Milunovići I (A),,42.550736,19.335405,,,,,,
804,,Bioče - restoran (B),,42.540661,19.334395,,,,,,
805,,Milunovići I (B),,42.550325,19.335015,,,,,,
806,,Milunovići II (A),,42.556856,19.337596,,,,,,
807,,Milunovići II (B),,42.556352,19.336311,,,,,,
808,,Radunovići I (B),,42.566624,19.345413,,,,,,
809,,Dalmatinska - pekara (A),,42.451938,19.239399,,,,,,
810,,Dalmatinska - pekara (B),,42.451788,19.239486,,,,,,
811,,Dalmatinska IV (A),,42.453767,19.236979,,,,,,
812,,Dalmatinska IV (B),,42.453952,19.236632,,,,,,
813,,Dalmatinska V (B),,42.455257,19.236669,,,,,,
814,,Miloja Pavlovića (A),,42.441322,19.212609,,,,,,
815,,Vladike Ruvima II Boljevića II (A),,42.421969,19.197889,,,,,,
817,,Raskrsnica za Beri (A),,42.424777,19.189547,,,,,,
818,,Raskrsnica za Beri (B),,42.424799,19.189292,,,,,,
819,,Donja Gorica - univerzitet (B),,42.417142,19.202892,,,,,,
820,,Deponija (A),,42.420366,19.307398,,,,,,
821,,Deponija (B),,42.420237,19.307518,,,,,,
822,,Donja Gorica - univerzitet (A),,42.417013,19.203188,,,,,,
823,,Beri (B),,42.429183,19.185958,,,,,,
824,,Beri I (A),,42.431314,19.185059,,,,,,
825,,Beri I (B),,42.431515,19.185015,,,,,,
826,,Beri II (A),,42.433447,19.184819,,,,,,
827,,Beri II (B),,42.433742,19.184725,,,,,,
828,,Beri III (A),,42.434887,19.185233,,,,,,
829,,Beri III (B),,42.435139,19.185085,,,,,,
830,,Beri groblje (A),,42.436821,19.181741,,,,,,
831,,Beri groblje (B),,42.436502,19.181861,,,,,,
832,,Donji Kokoti - teniski tereni I (A),,42.410999,19.198933,,,,,,
833,,Donji Kokoti - teniski tereni I (B),,42.410847,19.198833,,,,,,
834,,Grbavci I (B),,42.363582,19.188713,,,,,,
835,,Pričelje I (A),,42.472014,19.257434,,,,,,
836,,Pričelje II (A),,42.474506,19.254419,,,,,,
837,,Pričelje - restoran (A),,42.489761,19.230821,,,,,,
838,,Pričelje III (A),,42.493587,19.227852,,,,,,
839,,Pričelje III (B),,42.493895,19.227553,,,,,,
840,,Pričelje - restoran (B),,42.489945,19.230534,,,,,,
841,,Pričelje II (B),,42.474609,19.254167,,,,,,
842,,Pričelje I (B),,42.472112,19.257234,,,,,,
844,,Progonovići okretište,,42.4321684,19.0638559,,,,,,
846,,Granica Progonovići,,42.42409218,19.0812195,,,,,,
851,,Draževina III,,42.4289808,19.1228588,,,,,,
852,,Draževina kod spomenika,,42.4303308,19.1347973,,,,,,
853,,Draževina I,,42.4312219,19.1445485,,,,,,
856,,Beri V (A),,42.4303991,19.1821839,,,,,,
860,,Beri VI (B),,42.4321974,19.1759934,,,,,,
863,,Botun I (B),,42.381347,19.191903,,,,,,
864,,Botun II (B),,42.38556,19.201353,,,,,,
865,,Botun III (B),,42.387999,19.208374,,,,,,
866,,Botun IV (B),,42.389612,19.212867,,,,,,
867,,Botun I (A),,42.381486,19.191985,,,,,,
868,,Botun II (A),,42.385697,19.201519,,,,,,
869,,Botun III (A),,42.388196,19.208551,,,,,,
870,,Botun IV (A),,42.389743,19.212913,,,,,,
871,,Mosorska III (B),,42.463001,19.308799,,,,,,
873,,Mosorska IV (B),,42.460491,19.309516,,,,,,
875,,Manastir Morača (A),,42.763506,19.388915,,,,,,
876,,Manastir Morača (B),,42.763585,19.388944,,,,,,
877,,Vranjske Njive II (А),,42.47279,19.252075,,,,,,
878,,Vranjske Njive II (B),,42.468791,19.256396,,,,,,
879,,Velje Brdo I (A),,42.480083,19.242077,,,,,,
880,,Velje Brdo II (A),,42.489865,19.220753,,,,,,
881,,Velje Brdo I (B),,42.480082,19.241999,,,,,,
882,,Velje Brdo II (B),,42.489783,19.2207,,,,,,
883,,Istražni zatvor (A),,42.492253,19.214882,,,,,,
884,,Istražni zatvor (B),,42.492191,19.214845,,,,,,
885,,Boška Buhe II (B),,42.453215,19.230516,,,,,,
886,,Daljam (A),,42.49215,19.17001,,,,,,
887,,Daljam I (A),,42.48723,19.17488,,,,,,
888,,Daljam II (A),,42.48519,19.17853,,,,,,
889,,Daljam III (A),,42.48409,19.17858,,,,,,
890,,Daljam IV(A),,42.47398,19.17967,,,,,,
891,,Daljam IV(B),,42.473832,19.179851,,,,,,
892,,Daljam III (B),,42.484109,19.178619,,,,,,
893,,Daljam II (B),,42.485059,19.178532,,,,,,
894,,Daljam I (B),,42.487103,19.174866,,,,,,
895,,Daljam (B),,42.4921,19.17007,,,,,,
896,,Šteke/Kornet (A),,42.41265707,19.17817581,,,,,,
897,,Šteke/Kornet (B),,42.41194416,19.1766094,,,,,,
898,,Staniseljići I,,42.4010095,19.1043348,,,,,,
899,,Barutana I,,42.3962179,19.1574402,,,,,,
900,,Saniteko (A),,42.39154472,19.12814911,,,,,,
901,,Karting centar (A),,42.3930878,19.13568508,,,,,,
902,,Sveta Gospođa,,42.43121245,19.12916498,,,,,,
903,,Buronji I,,42.43023595,19.1130929,,,,,,
904,,Buronji II,,42.429678,19.1041688,,,,,,
905,,Buronji III,,42.42789773,19.0978834,,,,,,
906,,Saniteko (B),,42.3914106,19.12816368,,,,,,
907,,Karting centar (B),,42.39308363,19.13574468,,,,,,
908,,Jamica,,42.43065427,19.06906325,,,,,,
909,,Bul. Veljka Vlahovića I (A),,42.42032,19.2763,,,,,,
910,,Bul. Veljka Vlahovića II (A),,42.426498,19.279629,,,,,,
911,,Bul. Veljka Vlahovića II (B),,42.426834,19.279427,,,,,,
912,,Bul. Veljka Vlahovića III (B),,42.420566,19.275844,,,,,,
